16003,-336,5.38
16003,-336,5.38
16003,-336,5.38
16003,-336,5.38
16003,-336,5.38
16003,-336,5.38
16003,-344,5.51
16003,-344,5.51
16003,-344,5.51
16003,-344,5.51
16003,-344,5.51
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-352,5.63
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
16003,-359,5.75
15975,-359,5.74
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-383,6.12
15975,-422,6.74
15975,-469,7.49
15975,-523,8.35
15975,-563,8.99
15975,-578,9.23
15975,-586,9.36
15975,-578,9.23
15975,-570,9.11
15975,-555,8.87
15975,-539,8.61
15975,-523,8.35
15975,-516,8.24
15975,-500,7.99
15975,-492,7.86
15975,-492,7.86
15975,-492,7.86
15975,-492,7.86
15975,-492,7.86
15975,-484,7.73
15975,-469,7.49
15975,-469,7.49
15975,-477,7.62
15975,-477,7.62
15975,-492,7.86
15975,-516,8.24
15975,-531,8.48
15975,-547,8.74
15975,-555,8.87
15975,-555,8.87
15975,-547,8.74
15975,-531,8.48
15975,-523,8.35
15975,-508,8.12
15975,-500,7.99
15975,-492,7.86
15975,-492,7.86
15975,-484,7.73
15975,-477,7.62
15975,-469,7.49
15975,-453,7.24
15975,-453,7.24
15975,-469,7.49
15975,-484,7.73
15947,-508,8.10
15947,-531,8.47
15947,-539,8.60
15947,-539,8.60
15947,-539,8.60
15947,-523,8.34
15947,-516,8.23
15947,-508,8.10
15947,-500,7.97
15947,-484,7.72
15947,-484,7.72
15947,-477,7.61
15947,-477,7.61
15947,-477,7.61
15947,-477,7.61
15947,-477,7.61
15947,-469,7.48
15947,-469,7.48
15947,-461,7.35
15947,-461,7.35
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-445,7.10
15947,-445,7.10
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-445,7.10
15947,-453,7.22
15947,-469,7.48
15947,-469,7.48
15947,-469,7.48
15947,-477,7.61
15947,-484,7.72
15947,-484,7.72
15947,-484,7.72
15947,-477,7.61
15947,-477,7.61
15947,-469,7.48
15947,-469,7.48
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-469,7.48
15947,-469,7.48
15947,-469,7.48
15947,-477,7.61
15947,-477,7.61
15947,-477,7.61
15947,-477,7.61
15947,-469,7.48
15947,-469,7.48
15947,-461,7.35
15947,-461,7.35
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-445,7.10
15947,-445,7.10
15947,-445,7.10
15947,-445,7.10
15947,-445,7.10
15947,-445,7.10
15947,-445,7.10
15947,-445,7.10
15947,-445,7.10
15947,-445,7.10
15947,-445,7.10
15947,-445,7.10
15947,-438,6.98
15947,-438,6.98
15947,-438,6.98
15947,-430,6.86
15947,-422,6.73
15947,-414,6.60
15947,-422,6.73
15947,-453,7.22
15947,-484,7.72
15947,-516,8.23
15947,-547,8.72
15947,-555,8.85
15947,-555,8.85
15947,-547,8.72
15947,-539,8.60
15947,-531,8.47
15947,-523,8.34
15947,-516,8.23
15947,-508,8.10
15947,-500,7.97
15947,-500,7.97
15947,-500,7.97
15947,-508,8.10
15947,-508,8.10
15947,-516,8.23
15947,-516,8.23
15947,-516,8.23
15947,-516,8.23
15947,-516,8.23
15947,-508,8.10
15947,-500,7.97
15947,-500,7.97
15947,-492,7.85
15947,-484,7.72
15947,-484,7.72
15947,-484,7.72
15947,-484,7.72
15947,-484,7.72
15947,-484,7.72
15947,-484,7.72
15947,-484,7.72
15947,-484,7.72
15947,-484,7.72
15947,-484,7.72
15947,-484,7.72
15947,-477,7.61
15947,-477,7.61
15947,-477,7.61
15947,-469,7.48
15947,-469,7.48
15947,-469,7.48
15947,-469,7.48
15947,-461,7.35
15947,-469,7.48
15947,-469,7.48
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-461,7.35
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-453,7.22
15947,-445,7.10
15947,-438,6.98
15947,-430,6.86
15947,-422,6.73
15947,-414,6.60
15947,-406,6.47
15947,-406,6.47
15947,-398,6.35
15947,-391,6.24
15947,-391,6.24
15947,-391,6.24
15947,-383,6.11
15947,-383,6.11
15947,-375,5.98
15947,-375,5.98
15947,-375,5.98
15947,-375,5.98
15947,-375,5.98
15947,-375,5.98
15947,-375,5.98
15947,-367,5.85
15947,-367,5.85
15947,-367,5.85
15947,-367,5.85
15947,-367,5.85
15947,-367,5.85
15947,-367,5.85
15947,-367,5.85
15947,-367,5.85
15947,-367,5.85
15947,-367,5.85
15947,-359,5.72
15947,-359,5.72
15947,-359,5.72
15947,-359,5.72
15947,-359,5.72
15947,-359,5.72
15947,-359,5.72
15947,-359,5.72
15947,-359,5.72
15947,-359,5.72
15947,-359,5.72
15947,-359,5.72
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-367,5.86
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-367,5.86
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-352,5.62
15975,-352,5.62
15975,-352,5.62
15975,-352,5.62
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
15975,-359,5.74
